DRUG_ID,DRUG_NAME,INDICATION_FDB
4265,gentamicin,Synergy for Staphylococcus Skin and Skin Structure Infection
1901,nesiritide,Decompensated cardiac failure
1981,ofloxacin,Serratia Urinary Tract Infection
1967,norfloxacin,Abdominal abscess
1967,norfloxacin,Cystitis
1967,norfloxacin,Providencia Urinary Tract Infection
1980,octreotide,Acromegaly
1980,octreotide,Carcinoid syndrome
1981,ofloxacin,Infective otitis media
1967,norfloxacin,Postoperative infection
2041,oxytetracycline,Rickettsialpox
2041,oxytetracycline,Pneumonia
2041,oxytetracycline,Urinary tract infectious disease
659,ciprofloxacin,Pneumonia due to Escherichia coli
659,ciprofloxacin,Otitis externa
640,cilastatin,Endometritis
669,clavulanic acid,Urinary tract infectious disease
669,clavulanic acid,Bacteroides Endometritis
1129,famotidine,Erosive esophagitis
1083,ethionamide,Pulmonary Mycobacterium avium complex infection
1261,fusidic acid,Infection of skin AND/OR subcutaneous tissue
1261,fusidic acid,Bacterial pneumonia
4268,allantoin,Psoriasis
4253,macrogol,Red eye
4392,cisplatin,Testicular Germ Cell Tumor
4288,magnesium carbonate,Gastric Hypersecretory Conditions
2006,oxacillin,Staphylococcal septicemia
2132,pheniramine,Vasomotor rhinitis
2068,paroxetine,Generalized anxiety disorder
2082,benzylpenicillin,Gastrointestinal anthrax
2050,aminosalicylic acid,Pulmonary tuberculosis
2076,pempidine,Sneezing
734,cortisone acetate,Rheumatoid arthritis
1261,fusidic acid,E. Coli Peritonitis
1277,ganciclovir,Cytomegaloviral retinitis
1358,heparin,Prevention of Ischemic Complications of Non Q Wave MI
4592,magnesium lactate,Constipation
2187,piperacillin,Septicemia due to Bacteroides
2187,piperacillin,Bacteroides Joint Infection
2188,piperazine,Ascariasis
2245,prednisolone,Cerebral edema
2245,prednisolone,Severe Ocular Inflammation
780,dantrolene,Spasticity
780,dantrolene,Muscle spasticity of spinal origin
824,dexamethasone,Multiple sclerosis
824,dexamethasone,Bursitis
854,diazoxide,Hypertensive urgency
1402,hyoscyamine,Urinary Tract Irritation
1395,hydroxychloroquine,Plasmodium Malariae Malaria Prevention
1388,hydrocortisone,Allergic rhinitis
1388,hydrocortisone,Autoimmune disease
1388,hydrocortisone,Chronic ulcerative proctitis
1499,isoprenaline,Cardiac arrest
1426,imipenem,Inflammatory Disease of Female Pelvic Organs
102,alatrofloxacin,Infection of skin AND/OR subcutaneous tissue
157,amikacin,Gram Negative Aerobic Bacillary Pneumonia
198,ampicillin,Klebsiella Pneumoniae Peritonitis
198,ampicillin,Genitourinary Tract Infections
197,amphotericin B,Trachoma
2340,quinapril,Chronic heart failure
2356,ramipril,Hypertensive disorder
2868,zoledronic acid,Osteitis deformans
2841,dihydrotachysterol,Hypophosphatemia
3909,clindamycin phosphate,Pneumonia due to Streptococcus
3909,clindamycin phosphate,Gas gangrene caused by clostridium perfringens
1579,lidocaine,Minor Skin Wound Pain
1563,levetiracetam,Myoclonic Epilepsy Adjunct Treatment
268,azatadine,Allergic conjunctivitis
279,aztreonam,Bacterial Exacerbation of Acute Bronchitis
277,azlocillin,Bacterial infection due to Klebsiella pneumoniae
348,betamethasone,Granuloma annulare
391,bortezomib,Mantle cell lymphoma
2336,quazepam,Insomnia
2428,secobarbital,Insomnia
2436,sertraline,Panic disorder
2416,salicylic acid,Greasy skin
2416,salicylic acid,Synovitis
2529,sulfafurazole,Chlamydial conjunctivitis
2534,sulindac,Tendinitis
2525,sulfasalazine,Juvenile rheumatoid arthritis
2544,sunitinib,Gastrointestinal stromal tumor
2464,sotalol,Atrial fibrillation
2475,spironolactone,Peripheral Edema due to Chronic Heart Failure
3487,pramocaine,Itching of ear
3333,meclocycline,Infective otitis media
1709,meropenem,Klebsiella Pneumoniae Peritonitis
1594,lomefloxacin,Lower respiratory tract infection
1768,methylprednisolone,Autoimmune disease
392,bosentan,Pulmonary arterial hypertension
475,candesartan cilexetil,Chronic heart failure
546,cefotaxime,Escherichia coli meningitis
537,cefixime,Streptococcus pyogenes infection
535,cefepime,Pneumococcal pneumonia
2611,tetracycline,Infective otitis media
2725,triamcinolone,Sarcoidosis
2725,triamcinolone,Systemic Dermatomyositis
2661,tigecycline,Pneumonia due to Streptococcus
2661,tigecycline,Complicated Skin and Skin Structure Enterococcus Faecalis Infection
4265,gentamicin,Infection due to Pseudomonas aeruginosa
4253,macrogol,Constipation
4476,ammonium lactate,Itching of skin
1813,minocycline,Q fever
559,ceftazidime,Streptococcus pyogenes infection
556,cefprozil,Haemophilus Influenzae Chronic Bronchitis
559,ceftazidime,Pneumonia due to Escherichia coli
550,cefoxitin,Infection of skin AND/OR subcutaneous tissue
555,cefpodoxime proxetil,Infection due to Staphylococcus aureus
550,cefoxitin,Bacteroides Peritonitis
550,cefoxitin,Providencia Urinary Tract Infection
564,ceftriaxone,Haemophilus Influenzae Type B Infections
563,ceftizoxime,Peptococcus Peritonitis
568,celecoxib,Ankylosing spondylitis
571,cefalexin,Infection of bone
574,cefalotin,Bacterial septicemia
594,chlordiazepoxide,Preoperative Anxiety
2684,tobramycin,Synergy for Nosocomial Pneumonia due to Pseudomonas Aeruginosa
2686,tocainide,Ventricular arrhythmia
2696,tolbutamide,Diabetes mellitus type 2
2727,triamcinolone diacetate,Sarcoidosis
2727,triamcinolone diacetate,Diagnostic Test for Cushing's Syndrome
2742,triflupromazine,Nausea and vomiting
2727,triamcinolone diacetate,Cystic Aponeurosis Tumor
2726,triamcinolone acetonide,Primary cutaneous T cell lymphoma
2726,triamcinolone acetonide,Vitrectomy Adjunct to Enhance Visualization
2726,triamcinolone acetonide,Transplanted organ rejection
2807,vancomycin,Staphylococcal endocarditis
4433,calcium glucoheptonate,Hypocalcemic tetany
4459,procaine benzylpenicillin,Pinta
4485,diflorasone diacetate,Scalp psoriasis
4383,calcium lactate,Disorder of electrolytes
4451,prednisolone sodium phosphate,Iridocyclitis
4288,magnesium carbonate,Indigestion
4510,magnesium salicylate,Bursitis
1883,naproxen,Tendinitis
1912,niclosamide,Diphyllobothrium Infections
1854,moxifloxacin,Pneumonia due to Streptococcus
1981,ofloxacin,Diarrhea due to E. Coli
1981,ofloxacin,Infection due to Pseudomonas aeruginosa
1967,norfloxacin,Infection of skin AND/OR subcutaneous tissue
1967,norfloxacin,Morganella Morganii Urinary Tract Infection
1967,norfloxacin,Acute gonococcal urethritis
1967,norfloxacin,Complicated Klebsiella Peritonitis
1967,norfloxacin,Bacteroides Pelvic Cellulitis
659,ciprofloxacin,Complicated Klebsiella Peritonitis
659,ciprofloxacin,Infective otitis media
659,ciprofloxacin,Skin and Skin Structure Serratia Infection
659,ciprofloxacin,Pneumonia due to Streptococcus
669,clavulanic acid,E. Coli Endometritis
3294,iloperidone,Schizophrenia
2847,warfarin,Deep venous thrombosis
4548,flumetasone,Atopic dermatitis
4609,testosterone enantate,Delayed puberty
74,acetylsalicylic acid,Headache disorder
1963,norethindrone acetate,Endometriosis
1982,olanzapine,Major depressive disorder
2100,perazine,Nausea and vomiting
2100,perazine,Nausea
2097,pentosan polysulfate,Ulcerative cystitis
734,cortisone acetate,Allergic rhinitis
734,cortisone acetate,Post Op Ocular Inflammation
734,cortisone acetate,Miliary tuberculosis
760,ciclosporin,Keratoconjunctivitis sicca
2846,voriconazole,Fungal Infection due to Scedosporium Apiospermum
3508,pyrithione,Vasomotor rhinitis
150,amcinonide,Discoid lupus erythematosus
192,amoxicillin,Staphylococcal tonsillitis
192,amoxicillin,Infection of skin AND/OR subcutaneous tissue
198,ampicillin,Bacteroides Gynecological Infections
239,argatroban,Thrombosis Prevention in Heparin Induced Thrombocytopenia
2049,aminobenzoic acid,Dermatomyositis
2146,phenylephrine,Vasomotor rhinitis
2134,phenobarbital,Cluster headache syndrome
2134,phenobarbital,Migraine
2187,piperacillin,Septicemia due to Serratia
2187,piperacillin,Urinary tract infectious disease
2253,prednisone,Diffuse Proliferative Lupus Nephritis
2247,prednisolone acetate,Uveitis
2245,prednisolone,Allergic rhinitis
782,dapsone,Dermatitis herpetiformis
824,dexamethasone,Otitis externa
819,desoximetasone,Lichen simplex chronicus
830,dexbrompheniramine,Allergic conjunctivitis
897,diltiazem,Paroxysmal supraventricular tachycardia
3577,oxedrine,Nasal discharge
3403,orthocaine,Pemphigus
3333,meclocycline,Q fever
4199,potassium chloride,Hypokalemia
4151,silodosin,Benign prostatic hyperplasia
4169,ceftaroline fosamil,Pneumococcal pneumonia
232,aprobarbital,General anesthesia
279,aztreonam,Proteus Bronchitis
349,betamethasone acetate,Hodgkin's disease
2303,propranolol,Arrhythmias During Surgery
2268,probenecid,Chronic gouty arthritis
2265,prilocaine,Local anesthesia
2406,rosuvastatin,Arteriosclerotic vascular disease
873,diethylcarbamazine,Infection by Onchocerca volvulus
961,doxycycline,Pneumonia due to Mycoplasma pneumoniae
4260,sulfur,Pityriasis simplex
4452,clobetasol propionate,Nummular eczema
4456,hydrocortisone succinate,Erythema multiforme
4456,hydrocortisone succinate,Rheumatic heart disease
432,bupivacaine,Regional Anesthesia for Surgery
419,budesonide,Chronic Non Allergic Rhinitis
432,bupivacaine,Itching of skin
416,buclizine,Motion sickness
546,cefotaxime,Bacterial pneumonia
546,cefotaxime,Neonatal pneumonia
546,cefotaxime,Streptococcal septicemia
546,cefotaxime,Meningococcal meningitis
535,cefepime,Bacterial peritonitis
2416,salicylic acid,Disorder of keratinization
2529,sulfafurazole,Urethritis due to Chlamydia trachomatis
2529,sulfafurazole,Haemophilus Influenzae Acute Otitis Media
2529,sulfafurazole,Urinary tract infectious disease
2544,sunitinib,Renal cell carcinoma
1046,ertapenem,Bacteroides Septic Abortion
1046,ertapenem,Colorectal Surgery Infection Prevention
1125,ezetimibe,Hyperlipidemia
1048,erythromycin,Recurrent Persistent Urethritis
1048,erythromycin,Pneumococcal pneumonia
1048,erythromycin,Syphilis
1125,ezetimibe,Sitosterolemia
4452,clobetasol propionate,Plaque psoriasis
4341,almasilate,Hiatal Hernia with Reflux Esophagitis
4456,hydrocortisone succinate,Loeffler's syndrome
4456,hydrocortisone succinate,Sarcoidosis
4456,hydrocortisone succinate,Transfusion Reaction Urticaria
4459,procaine benzylpenicillin,Yaws
4459,procaine benzylpenicillin,Erysipelas
778,dalfopristin,Vancomycin resistant enterococcus
824,dexamethasone,Rosacea
824,dexamethasone,Systemic lupus erythematosus
824,dexamethasone,Congenital hypoplastic anemia
2684,tobramycin,Uveitis
2684,tobramycin,Corneal abrasion
2684,tobramycin,Staphylococcal pneumonia
2646,levothyroxine,Goiter
2684,tobramycin,Providencia Complicated UTI
2671,tinidazole,Amebic liver abscess
2763,triprolidine,Allergic conjunctivitis
2727,triamcinolone diacetate,Rheumatoid arthritis
2727,triamcinolone diacetate,Juvenile rheumatoid arthritis
2726,triamcinolone acetonide,Rheumatoid arthritis
2726,triamcinolone acetonide,Humoral hypercalcemia of malignancy
2726,triamcinolone acetonide,Asthma management
1261,fusidic acid,Infective blepharitis
1231,folic acid,Prevention of Vitamin B12 Deficiency
1208,fluorometholone,Iritis
1279,ganirelix,Prevention of Luteinizing Hormone Surge when undergoing Controlled Ovarian Hyperstimulation
1277,ganciclovir,Prevention of CMV Disease After Cardiac Transplantation
4331,sevelamer carbonate,Renal Osteodystrophy with Hyperphosphatemia
4287,calcium acetate,Renal Osteodystrophy with Hyperphosphatemia
4647,fluorometholone acetate,Cyclitis
4526,aluminum carbonate,Indigestion
854,diazoxide,Hypertensive Emergencies
859,cinchocaine,Minor Skin Wound Pain
897,diltiazem,Angina pectoris
901,dimenhydrinate,Vertigo
961,doxycycline,Bronchitis
961,doxycycline,Bartonellosis
961,doxycycline,Ornithosis
947,dopamine,Decompensated cardiac failure
2832,thiamine,Mineral deficiency
2777,trovafloxacin,Prevotella Postpartum Infection
2777,trovafloxacin,Pneumonia due to Mycoplasma pneumoniae
2777,trovafloxacin,Gardnerella Endomyometritis
3135,desonide,Allergic Rhinitis Prevention
1358,heparin,Prevention of Cardiac Ischemia in Unstable Angina
1375,histamine,Hyposensitization to allergens
1490,isocarboxazid,Major depressive disorder
24,phenylbutanoic acid,Citrullinemia
52,paracetamol,Toothache
74,acetylsalicylic acid,Common cold
102,alatrofloxacin,Moraxella Catarrhalis Pneumonia
157,amikacin,Complicated Bacterial Peritonitis
192,amoxicillin,Infection due to Escherichia coli
925,dirithromycin,Pneumonia
976,diprophylline,Chronic bronchitis
976,diprophylline,Asthma chronic obstructive pulmonary disease overlap syndrome
987,edetic acid,Hypercalcemia
1030,epirubicin,Carcinoma of breast
1048,erythromycin,Chlamydial pneumonia
1048,erythromycin,Acute gonococcal cervicitis
1048,erythromycin,Acne vulgaris
2843,phytomenadione,Factor II deficiency
1426,imipenem,Acute exacerbation of chronic bronchitis
1407,ibuprofen,Sinus headache
1566,levocetirizine,Chronic idiopathic urticaria
198,ampicillin,Infectious disease of abdomen
198,ampicillin,Inflammatory Disease of Female Pelvic Organs
198,ampicillin,Intra Abdominal E. Coli Abscess
257,atorvastatin,Familial hypercholesterolemia homozygous
257,atorvastatin,Prinzmetal angina
244,arsenic trioxide,"Acute promyelocytic leukemia, FAB M3"
224,antazoline,Urticaria
268,azatadine,Nasal discharge
268,azatadine,Seasonal allergic rhinitis
1129,famotidine,Gastric ulcer
1059,estradiol cypionate,Metastatic Prostate Carcinoma
1261,fusidic acid,Nosocomial pneumonia
3333,meclocycline,Rickettsialpox
3408,oxiconazole,Tinea cruris
4244,magnesium hydroxide,Gastroesophageal reflux disease
4244,magnesium hydroxide,Heartburn
1659,medroxyprogesterone,Secondary physiologic amenorrhea
1667,megestrol acetate,Hormone receptor positive malignant neoplasm of breast
1611,loteprednol etabonate,Ocular rosacea
1594,lomefloxacin,Prevention of Infection in Transrectal Prostate Biopsy
1768,methylprednisolone,Psoriasis
1768,methylprednisolone,Miliary tuberculosis
279,aztreonam,Pneumonia due to Pseudomonas
276,azithromycin,Pelvic inflammatory disease due to Mycoplasma hominis
349,betamethasone acetate,Autoimmune disease
349,betamethasone acetate,Post traumatic osteoarthritis
408,brompheniramine,Dermatographic urticaria
403,bromocriptine,Parkinson's disease
427,bumetanide,Edema
1261,fusidic acid,Proteus septicemia
1195,flumazenil,Benzodiazepine Maintained Anesthesia
1204,fluocinolone acetonide,Seborrheic dermatitis
1188,flucytosine,Candidal Urinary Tract Infection
4265,gentamicin,Complicated Urinary Tract Infections
4269,zinc acetate,Itching of skin
4246,Polymyxin B,Bacterial keratitis
4476,ammonium lactate,Pruritus of genital organs
1742,methdilazine,General anesthesia
1790,metronidazole,Eubacterium Peritonitis
1813,minocycline,Acute gonococcal cervicitis
1869,nafcillin,Staphylococcal endocarditis
1878,naloxone,Prevention of opioid abuse
466,calcitriol,Hyperparathyroidism Secondary to Chronic Renal Failure
499,carbinoxamine,Allergic conjunctivitis
546,cefotaxime,Clostridium Peritonitis
539,cefmetazole,Infectious disease of abdomen
527,cefamandole,Staphylococcus Aureus Joint Infection
1388,hydrocortisone,Contact dermatitis
1388,hydrocortisone,Otitis externa
1427,imipramine,Nocturnal enuresis
4485,diflorasone diacetate,Seborrheic dermatitis
4443,ferric oxide,Anemia of prematurity
4296,potassium iodide,Nasal discharge
4290,magnesium sulfate,Incomplete passage of stool
1874,nalbuphine,General anesthesia
1967,norfloxacin,Moraxella Catarrhalis Chronic Bronchitis
1967,norfloxacin,Infection due to Staphylococcus aureus
1967,norfloxacin,Gonorrhea
1977,nystatin,Candidiasis of skin
1981,ofloxacin,Moraxella Catarrhalis Pneumonia
1967,norfloxacin,Infection due to Pseudomonas aeruginosa
1981,ofloxacin,Urethritis due to Chlamydia trachomatis
1952,glyceryl trinitrate,Perioperative hypertension
556,cefprozil,Streptococcus Pneumoniae Chronic Bronchitis
550,cefoxitin,E. Coli Lung Abscess
555,cefpodoxime proxetil,Pharyngitis
555,cefpodoxime proxetil,Pneumonia due to Streptococcus
547,cefotetan,Peptostreptococcus Endometritis
547,cefotetan,Skin and Skin Structure Streptococcus Agalactiae Infection
547,cefotetan,Proteus pneumonia
550,cefoxitin,Intra Abdominal Bacteroides Abscess
564,ceftriaxone,Pneumococcal meningitis
563,ceftizoxime,Staphylococcus Epidermidis Skin and Skin Structure Infection
563,ceftizoxime,Pelvic Inflammatory Disease with Neisseria Gonorrhea
576,cefradine,Klebsiella cystitis
568,celecoxib,Osteoarthritis
1569,levofloxacin,Staphylococcal pneumonia
52,paracetamol,Common cold
74,acetylsalicylic acid,Pain
102,alatrofloxacin,Acute bacterial sinusitis
2095,pentobarbital,Seizure disorder
2082,benzylpenicillin,Streptococcal Endocarditis
